t x y
7.725000 11.400670 28.037524
7.750000 11.371839 27.662867
7.775000 11.344982 27.292780
7.800000 11.320062 26.927243
7.825000 11.297043 26.566236
7.850000 11.275892 26.209736
7.875000 11.256574 25.857719
7.900000 11.239058 25.510161
7.925000 11.223313 25.167033
7.950000 11.209310 24.828309
7.975000 11.197020 24.493958
8.000000 11.186415 24.163951
8.025000 11.177469 23.838256
8.050000 11.170157 23.516841
8.075000 11.164453 23.199674
8.100000 11.160335 22.886719
8.125000 11.157779 22.577942
8.150000 11.156763 22.273309
8.175000 11.157266 21.972783
8.200000 11.159267 21.676327
8.225000 11.162749 21.383905
8.250000 11.167690 21.095479
8.275000 11.174074 20.811011
8.300000 11.181883 20.530463
8.325000 11.191101 20.253796
8.350000 11.201710 19.980971
8.375000 11.213697 19.711950
8.400000 11.227046 19.446692
8.425000 11.241744 19.185158
8.450000 11.257776 18.927309
8.475000 11.275130 18.673105
8.500000 11.293793 18.422506
8.525000 11.313754 18.175471
8.550000 11.335001 17.931962
8.575000 11.357523 17.691937
8.600000 11.381311 17.455358
8.625000 11.406354 17.222184
8.650000 11.432643 16.992376
8.675000 11.460168 16.765894
8.700000 11.488923 16.542698
8.725000 11.518898 16.322749
8.750000 11.550086 16.106007
8.775000 11.582479 15.892434
8.800000 11.616072 15.681991
8.825000 11.650857 15.474638
8.850000 11.686829 15.270338
8.875000 11.723981 15.069052
8.900000 11.762310 14.870741
8.925000 11.801808 14.675369
8.950000 11.842473 14.482897
8.975000 11.884299 14.293289
9.000000 11.927283 14.106507
9.025000 11.971422 13.922514
9.050000 12.016710 13.741275
9.075000 12.063147 13.562752
9.100000 12.110729 13.386911
9.125000 12.159453 13.213715
9.150000 12.209317 13.043130
9.175000 12.260320 12.875120
9.200000 12.312460 12.709651
9.225000 12.365735 12.546689
9.250000 12.420144 12.386200
9.275000 12.475687 12.228150
9.300000 12.532363 12.072507
9.325000 12.590171 11.919237
9.350000 12.649111 11.768307
9.375000 12.709184 11.619687
9.400000 12.770390 11.473343
9.425000 12.832729 11.329245
9.450000 12.896202 11.187361
9.475000 12.960810 11.047661
9.500000 13.026555 10.910114
9.525000 13.093436 10.774691
9.550000 13.161457 10.641361
9.575000 13.230619 10.510095
9.600000 13.300924 10.380865
9.625000 13.372374 10.253642
9.650000 13.444972 10.128397
9.675000 13.518720 10.005103
9.700000 13.593620 9.883732
9.725000 13.669676 9.764258
9.750000 13.746891 9.646652
9.775000 13.825267 9.530890
9.800000 13.904810 9.416944
9.825000 13.985521 9.304789
9.850000 14.067405 9.194399
9.875000 14.150466 9.085750
9.900000 14.234708 8.978817
9.925000 14.320134 8.873575
9.950000 14.406751 8.770000
9.975000 14.494561 8.668069
10.000000 14.583570 8.567758
10.025000 14.673783 8.469044
10.050000 14.765204 8.371905
10.075000 14.857839 8.276318
10.100000 14.951694 8.182261
10.125000 15.046772 8.089712
10.150000 15.143081 7.998650
10.175000 15.240626 7.909054
10.200000 15.339413 7.820902
10.225000 15.439447 7.734176
10.250000 15.540735 7.648854
10.275000 15.643284 7.564916
10.300000 15.747099 7.482343
10.325000 15.852187 7.401116
10.350000 15.958555 7.321216
10.375000 16.066210 7.242624
10.400000 16.175158 7.165322
10.425000 16.285406 7.089292
10.450000 16.396963 7.014515
10.475000 16.509834 6.940976
10.500000 16.624028 6.868655
10.525000 16.739552 6.797537
10.550000 16.856414 6.727605
10.575000 16.974621 6.658842
10.600000 17.094182 6.591232
10.625000 17.215104 6.524760
10.650000 17.337396 6.459411
10.675000 17.461065 6.395167
10.700000 17.586121 6.332016
10.725000 17.712571 6.269941
10.750000 17.840425 6.208929
10.775000 17.969690 6.148965
10.800000 18.100376 6.090035
10.825000 18.232492 6.032126
10.850000 18.366047 5.975223
10.875000 18.501050 5.919315
10.900000 18.637509 5.864387
10.925000 18.775435 5.810427
10.950000 18.914837 5.757423
10.975000 19.055725 5.705362
11.000000 19.198107 5.654232
11.025000 19.341995 5.604022
11.050000 19.487397 5.554719
11.075000 19.634324 5.506313
11.100000 19.782785 5.458792
11.125000 19.932791 5.412146
11.150000 20.084353 5.366363
11.175000 20.237480 5.321434
11.200000 20.392182 5.277348
11.225000 20.548471 5.234096
11.250000 20.706357 5.191666
11.275000 20.865851 5.150051
11.300000 21.026963 5.109240
11.325000 21.189705 5.069224
11.350000 21.354086 5.029995
11.375000 21.520120 4.991543
11.400000 21.687815 4.953861
11.425000 21.857184 4.916939
11.450000 22.028238 4.880770
11.475000 22.200988 4.845347
11.500000 22.375446 4.810660
11.525000 22.551623 4.776704
11.550000 22.729531 4.743469
11.575000 22.909182 4.710951
11.600000 23.090586 4.679141
11.625000 23.273756 4.648033
11.650000 23.458704 4.617620
11.675000 23.645442 4.587896
11.700000 23.833981 4.558856
11.725000 24.024334 4.530493
11.750000 24.216512 4.502802
11.775000 24.410528 4.475776
11.800000 24.606395 4.449412
11.825000 24.804123 4.423704
11.850000 25.003726 4.398646
11.875000 25.205216 4.374235
11.900000 25.408604 4.350465
11.925000 25.613904 4.327334
11.950000 25.821129 4.304835
11.975000 26.030289 4.282967
12.000000 26.241398 4.261724
12.025000 26.454469 4.241104
12.050000 26.669513 4.221103
12.075000 26.886544 4.201718
12.100000 27.105573 4.182947
12.125000 27.326614 4.164786
12.150000 27.549679 4.147234
12.175000 27.774780 4.130288
12.200000 28.001930 4.113946
12.225000 28.231142 4.098206
12.250000 28.462427 4.083067
12.275000 28.695799 4.068527
12.300000 28.931270 4.054586
12.325000 29.168852 4.041242
12.350000 29.408558 4.028495
12.375000 29.650400 4.016344
12.400000 29.894390 4.004789
12.425000 30.140540 3.993829
12.450000 30.388863 3.983466
12.475000 30.639371 3.973700
12.500000 30.892075 3.964531
12.525000 31.146988 3.955961
12.550000 31.404121 3.947990
12.575000 31.663486 3.940621
12.600000 31.925095 3.933854
12.625000 32.188959 3.927693
12.650000 32.455090 3.922138
12.675000 32.723498 3.917194
12.700000 32.994194 3.912862
12.725000 33.267190 3.909146
12.750000 33.542497 3.906049
12.775000 33.820124 3.903575
12.800000 34.100082 3.901728
12.825000 34.382382 3.900512
12.850000 34.667032 3.899932
12.875000 34.954043 3.899994
12.900000 35.243424 3.900701
12.925000 35.535185 3.902061
12.950000 35.829333 3.904078
12.975000 36.125879 3.906761
13.000000 36.424829 3.910114
13.025000 36.726192 3.914146
13.050000 37.029976 3.918863
13.075000 37.336187 3.924275
13.100000 37.644833 3.930388
13.125000 37.955920 3.937213
13.150000 38.269454 3.944758
13.175000 38.585440 3.953032
13.200000 38.903885 3.962047
13.225000 39.224792 3.971812
13.250000 39.548165 3.982339
